ori,agency_name,state_name,latitude,longitude,population,city_name,weapon_increase,firearm_increase,2019,2021,perc_21_19,perc_abs,incdec
IA0770300,Des Moines Police Department,Iowa,41.684281,-93.56972,213060,DES MOINES,0,0,158,128,-18.98734177,18.98734177,decrease
NC0140000,Caldwell County Sheriff's Office,North Carolina,35.893574,-81.571625,54097,LENOIR,1,1,16,19,18.75,18.75,increase
MA0092700,Malden Police Department,Massachusetts,42.481711,-71.394917,60433,MALDEN,0,1,11,13,18.18181818,18.18181818,increase
MI8018000,Van Buren County Sheriff's Office,Michigan,42.2187,-85.89084,54638,PAW PAW,1,0,11,9,-18.18181818,18.18181818,decrease
MA0120300,Brockton Police Department,Massachusetts,42.085533,-71.01567,100516,BROCKTON,0,1,61,72,18.03278689,18.03278689,increase
TX0920500,Longview Police Department,Texas,32.486397,-94.816276,81846,LONGVIEW,0,0,95,78,-17.89473684,17.89473684,decrease
SC0260400,Horry County Police Department,South Carolina,33.909269,-78.976675,278374,CONWAY,1,1,189,221,16.93121693,16.93121693,increase
CT0013800,Stratford Police Department,Connecticut,41.200733,-73.12911,51683,STRATFORD,0,1,6,7,16.66666667,16.66666667,increase
OH0830000,Warren County Sheriff's Office,Ohio,39.421608,-84.201096,101708,LEBANON,0,1,6,7,16.66666667,16.66666667,increase
OR0340400,Tigard Police Department,Oregon,45.4259,-122.765755,56914,TIGARD,1,1,12,14,16.66666667,16.66666667,increase
VA0330000,Franklin County Sheriff's Office,Virginia,36.99557,-79.88817,51391,ROCKY MOUNT,0,1,6,7,16.66666667,16.66666667,increase
KS0810000,Riley County Police Department,Kansas,39.291211,-96.727489,73750,MANHATTAN,0,0,42,35,-16.66666667,16.66666667,decrease
NC0630000,Moore County Sheriff's Office,North Carolina,35.310163,-79.480664,50309,CARTHAGE,1,0,6,5,-16.66666667,16.66666667,decrease
WA0170800,Kirkland Police Department,Washington,47.678806,-122.20785,97027,KIRKLAND,0,0,6,5,-16.66666667,16.66666667,decrease
SC0420000,Spartanburg County Sheriff's Office,South Carolina,34.933239,-81.991053,251038,SPARTANBURG,1,1,217,253,16.58986175,16.58986175,increase
NC0960000,Wayne County Sheriff's Office,North Carolina,35.362747,-78.004819,80391,GOLDSBORO,1,1,43,50,16.27906977,16.27906977,increase
SC0230000,Greenville County Sheriff's Office,South Carolina,34.852623,-82.38797,362031,GREENVILLE,0,1,328,381,16.15853659,16.15853659,increase
MA0051400,Lynn Police Department,Massachusetts,42.46463,-70.949905,95727,LYNN,1,0,44,37,-15.90909091,15.90909091,decrease
CT0015100,Waterbury Police Department,Connecticut,41.349717,-72.900204,106480,WATERBURY,1,1,32,37,15.625,15.625,increase
TN0950000,Wilson County Sheriff's Office,Tennessee,36.21229,-86.28905,71326,LEBANON,0,1,13,15,15.38461538,15.38461538,increase
RI0040900,Providence Police Department,Rhode Island,41.869765,-71.578626,185868,PROVIDENCE,0,1,85,98,15.29411765,15.29411765,increase
VA1110000,Hampton Police Department,Virginia,37.04803,-76.297149,135107,HAMPTON,1,1,97,111,14.43298969,14.43298969,increase
IA0770000,Polk County Sheriff's Office,Iowa,41.58507,-93.62434,59719,DES MOINES,0,0,7,6,-14.28571429,14.28571429,decrease
WA0370000,Whatcom County Sheriff's Office,Washington,48.75403,-122.4796,93353,BELLINGHAM,0,0,14,12,-14.28571429,14.28571429,decrease
TN0630000,Montgomery County Sheriff's Office,Tennessee,36.52607,-87.35954,55481,CLARKSVILLE,0,1,21,24,14.28571429,14.28571429,increase
DE301SP00,State Police: Kent County,Delaware,39.097088,-75.502982,113593,DOVER,0,0,51,44,-13.7254902,13.7254902,decrease
MT0150000,Flathead County Sheriff's Office,Montana,48.189655,-114.3104,67563,KALISPELL,1,1,30,34,13.33333333,13.33333333,increase
SC0400000,Richland County Sheriff's Office,South Carolina,34.029783,-80.896566,264424,COLUMBIA,0,1,570,644,12.98245614,12.98245614,increase
CT0001500,Bridgeport Police Department,Connecticut,41.227399,-73.366523,143394,BRIDGEPORT,0,0,116,101,-12.93103448,12.93103448,decrease
CO0510000,Pueblo County Sheriff's Office,Colorado,38.170658,-104.489892,55231,PUEBLO,0,0,8,7,-12.5,12.5,decrease
MA0091800,Framingham Police Department,Massachusetts,42.481711,-71.394917,75042,FRAMINGHAM,0,0,8,7,-12.5,12.5,decrease
NC0820000,Sampson County Sheriff's Office,North Carolina,34.995235,-78.30078,53126,CLINTON,0,0,40,35,-12.5,12.5,decrease
OR0340300,Hillsboro Police Department,Oregon,45.5212,-122.973854,113053,HILLSBORO,1,1,16,18,12.5,12.5,increase
TX2350100,Victoria Police Department,Texas,28.79637,-96.971198,67272,VICTORIA,1,1,80,90,12.5,12.5,increase
WV0310000,Monongalia County Sheriff's Office,West Virginia,39.633645,-80.059074,67092,MORGANTOWN,0,1,8,9,12.5,12.5,increase
MS0240200,Gulfport Police Department,Mississippi,30.369255,-89.08911,71803,GULFPORT,1,1,68,76,11.76470588,11.76470588,increase
OH0184200,Parma Police Department,Ohio,41.382565,-81.72852,77674,CLEVELAND,1,1,17,19,11.76470588,11.76470588,increase
NC0790000,Rockingham County Sheriff's Office,North Carolina,36.38109,-79.782818,55171,WENTWORTH,0,0,9,8,-11.11111111,11.11111111,decrease
UT0060300,Layton Police Department,Utah,41.06627,-111.95716,80230,LAYTON,0,1,9,10,11.11111111,11.11111111,increase
WI0520200,Racine Police Department,Wisconsin,42.72528,-87.789406,76018,RACINE,1,1,28,31,10.71428571,10.71428571,increase
KS0890000,Shawnee County Sheriff's Office,Kansas,39.055595,-95.6716,50092,TOPEKA,0,0,19,17,-10.52631579,10.52631579,decrease
MI5072200,St. Clair Shores Police Department,Michigan,42.496677,-82.888504,58254,SAINT CLAIR SHORES,1,1,10,11,10,10,increase
VA1120000,Harrisonburg Police Department,Virginia,38.450462,-78.86833,53582,HARRISONBURG,1,0,11,10,-9.090909091,9.090909091,decrease
MA0146000,Worcester Police Department,Massachusetts,42.27213,-71.79874,186365,WORCESTER,1,1,111,121,9.009009009,9.009009009,increase
NH0063400,Manchester Police Department,New Hampshire,42.989944,-71.46063,112844,MANCHESTER,0,0,104,95,-8.653846154,8.653846154,decrease
UT0180000,Salt Lake County Unified Police Department,Utah,40.698353,-111.86546,276502,SALT LAKE CITY,0,0,82,75,-8.536585366,8.536585366,decrease
VA1220000,Richmond Police Department,Virginia,37.545868,-77.44456,234928,RICHMOND,0,1,201,218,8.457711443,8.457711443,increase
KY0340200,Lexington Police Department,Kentucky,38.045673,-84.496284,328965,LEXINGTON,1,1,114,123,7.894736842,7.894736842,increase
ID0280000,Kootenai County Sheriff's Office,Idaho,47.677113,-116.694918,71492,COEUR D ALENE,0,0,26,24,-7.692307692,7.692307692,decrease
NC0550000,Lincoln County Sheriff's Office,North Carolina,35.487825,-81.225176,76159,LINCOLNTON,0,1,26,28,7.692307692,7.692307692,increase
SC0220000,Georgetown County Sheriff's Office,South Carolina,33.417531,-79.296333,50835,GEORGETOWN,0,0,39,36,-7.692307692,7.692307692,decrease
MA0031900,Taunton Police Department,Massachusetts,41.90118,-71.08913,58333,TAUNTON,1,0,14,13,-7.142857143,7.142857143,decrease
TN0050000,Blount County Sheriff's Office,Tennessee,35.75494,-83.95834,95199,MARYVILLE,0,0,57,53,-7.01754386,7.01754386,decrease
CO0350300,Fort Collins Police Department,Colorado,40.58892,-105.08077,170744,FORT COLLINS,1,1,29,31,6.896551724,6.896551724,increase
WA0310000,Snohomish County Sheriff's Office,Washington,48.054913,-121.766412,366220,EVERETT,1,1,59,63,6.779661017,6.779661017,increase
MA0070500,Chicopee Police Department,Massachusetts,42.155155,-72.58503,55332,CHICOPEE,0,1,15,16,6.666666667,6.666666667,increase
MA0093900,Somerville Police Department,Massachusetts,42.379456,-71.092606,82123,SOMERVILLE,0,0,15,14,-6.666666667,6.666666667,decrease
SC0100000,Charleston County Sheriff's Office,South Carolina,32.85609,-79.97933,81365,CHARLESTON,1,1,47,50,6.382978723,6.382978723,increase
TX1110000,Hood County Sheriff's Office,Texas,32.430149,-97.831677,51706,GRANBURY,0,1,16,17,6.25,6.25,increase
NC0410200,Greensboro Police Department,North Carolina,36.070328,-79.79291,300865,GREENSBORO,1,1,522,553,5.938697318,5.938697318,increase
WV0200000,Kanawha County Sheriff's Office,West Virginia,38.352394,-81.63982,87321,CHARLESTON,0,0,69,65,-5.797101449,5.797101449,decrease
ID0030200,Pocatello Police Department,Idaho,42.692938,-112.228986,57306,POCATELLO,0,0,18,17,-5.555555556,5.555555556,decrease
SC0180000,Dorchester County Sheriff's Office,South Carolina,33.184483,-80.57813,87958,SAINT GEORGE,0,1,93,98,5.376344086,5.376344086,increase
OR0340100,Beaverton Police Department,Oregon,45.553542,-123.097615,99886,BEAVERTON,1,1,20,21,5,5,increase
VA1200000,Portsmouth Police Department,Virginia,36.85943,-76.356269,94943,PORTSMOUTH,0,0,295,282,-4.406779661,4.406779661,decrease
SC0390000,Pickens County Sheriff's Office,South Carolina,34.88538,-82.723376,74920,PICKENS,0,0,48,46,-4.166666667,4.166666667,decrease
NC0650000,New Hanover County Sheriff's Office,North Carolina,34.32402,-77.89272,98766,CASTLE HAYNE,0,0,26,25,-3.846153846,3.846153846,decrease
NC0410000,Guilford County Sheriff's Office,North Carolina,36.079065,-79.788665,122777,GREENSBORO,1,1,53,55,3.773584906,3.773584906,increase
CT0009300,New Haven Police Department,Connecticut,41.28382,-72.868744,130903,NEW HAVEN,0,1,163,169,3.680981595,3.680981595,increase
VA0420000,Hanover County Sheriff's Office,Virginia,37.760165,-77.490992,101029,HANOVER,1,1,33,34,3.03030303,3.03030303,increase
HI0020000,Honolulu Police Department,Hawaii,21.304317,-157.85077,985138,HONOLULU,0,0,173,168,-2.89017341,2.89017341,decrease
NC0110100,Asheville Police Department,North Carolina,35.609371,-82.530426,93855,ASHEVILLE,1,1,115,118,2.608695652,2.608695652,increase
WA0170100,Auburn Police Department,Washington,47.281998,-122.25281,82158,AUBURN,0,0,39,38,-2.564102564,2.564102564,decrease
MI2539800,Flint Police Department,Michigan,43.01188,-83.68639,94290,FLINT,0,1,299,305,2.006688963,2.006688963,increase
TX0571200,Grand Prairie Police Department,Texas,32.766987,-96.778424,196334,GRAND PRAIRIE,1,0,118,116,-1.694915254,1.694915254,decrease
TX2260100,San Angelo Police Department,Texas,31.401594,-100.461374,102448,SAN ANGELO,0,0,91,90,-1.098901099,1.098901099,decrease
CO0070000,Boulder County Sheriff's Office,Colorado,40.013927,-105.28725,56230,BOULDER,1,0,18,18,0,0,decrease
CO0350000,Larimer County Sheriff's Office,Colorado,40.663091,-105.482131,86763,FORT COLLINS,1,0,26,26,0,0,decrease
CO0620000,Weld County Sheriff's Office,Colorado,40.45202,-104.71033,51700,GREELEY,1,0,27,27,0,0,decrease
CT0001700,Bristol Police Department,Connecticut,41.670544,-72.94299,59659,BRISTOL,0,0,2,2,0,0,decrease
CT0015500,West Hartford Police Department,Connecticut,41.75906,-72.73901,62809,WEST HARTFORD,0,0,1,1,0,0,decrease
IA0770100,Ankeny Police Department,Iowa,41.684281,-93.56972,73109,ANKENY,0,0,8,8,0,0,decrease
IA0850100,Ames Police Department,Iowa,42.037538,-93.466093,67886,AMES,0,0,4,4,0,0,decrease
KY1000000,Pulaski County Sheriff's Office,Kentucky,37.108312,-84.579986,51408,SOMERSET,0,0,1,1,0,0,decrease
MA0051100,Haverhill Police Department,Massachusetts,42.727875,-71.011185,64944,HAVERHILL,1,0,23,23,0,0,decrease
MA0093300,Newton Police Department,Massachusetts,42.34906,-71.22799,88769,WEST NEWTON,1,0,2,2,0,0,decrease
NB0400100,Grand Island Police Department,Nebraska,40.866023,-98.498004,51226,GRAND ISLAND,0,0,13,13,0,0,decrease
OH0230000,Fairfield County Sheriff's Office,Ohio,39.71366,-82.59895,78622,LANCASTER,0,0,11,11,0,0,decrease
OH0480000,Lucas County Sheriff's Office,Ohio,41.656345,-83.537285,54073,TOLEDO,0,0,15,15,0,0,decrease
TN0830000,Sumner County Sheriff's Office,Tennessee,36.387035,-86.446915,59294,GALLATIN,1,0,25,25,0,0,decrease
TN0900000,Washington County Sheriff's Office,Tennessee,36.295665,-82.495037,60029,JOHNSON CITY,0,0,32,32,0,0,decrease
TN0900100,Johnson City Police Department,Tennessee,36.295665,-82.495037,67515,JOHNSON CITY,0,0,50,50,0,0,decrease
TN0940000,Williamson County Sheriff's Office,Tennessee,35.8983,-86.88448,64570,FRANKLIN,1,0,22,22,0,0,decrease
UT0250600,Provo Police Department,Utah,40.120409,-111.668667,116642,PROVO,0,0,2,2,0,0,decrease
VA0710000,Pittsylvania County Sheriff's Office,Virginia,36.821721,-79.398502,55636,CHATHAM,0,0,11,11,0,0,decrease
WA0150000,Island County Sheriff's Office,Washington,48.158554,-122.670649,61188,COUPEVILLE,0,0,4,4,0,0,decrease
WI0320100,La Crosse Police Department,Wisconsin,43.908222,-91.111758,51143,LA CROSSE,1,0,1,1,0,0,decrease
WI0370000,Marathon County Sheriff's Office,Wisconsin,44.957127,-89.62587,55463,WAUSAU,1,0,4,4,0,0,decrease
WI0540200,Janesville Police Department,Wisconsin,42.669931,-89.075119,64768,JANESVILLE,1,0,2,2,0,0,decrease
